Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) 
 12/16  05:00:00,8.0916666667,1.85,144.1666666667,20.4227384154,20.4227384154,20.4227384154
 12/16  06:00:00,8.3,2.1,128.3333333333,20.27717744,20.27717744,20.27717744
 12/16  07:00:00,8.0083333333,1.75,149.1666666667,20.1204403098,20.1204403098,20.1204403098
 12/16  08:00:00,8.0916666667,1.85,164.1666666667,20.1222430453,20.1222430453,20.1222430453
 12/16  09:00:00,8.65,2.1,142.5,20.4507978565,20.4507978565,20.4507978565
 12/16  10:00:00,9.5416666667,2.3916666667,106.6666666667,21.9490725072,21.9490725072,21.9490725072
 12/16  11:00:00,10.35,2.3083333333,90,23.3307906879,23.3307906879,23.3307906879
 12/16  12:00:00,10.25,1.75,72.5,23.9851250087,23.9851250087,23.9851250087
 12/16  13:00:00,10.35,1.85,48.3333333333,24.6710664779,24.6710664779,24.6710664779
 12/16  14:00:00,10.8916666667,0.875,16.6666666667,26.5129790533,26.5129790533,26.5129790533
 12/16  15:00:00,11.45,1.5166666667,210,28.2593961928,28.2593961928,28.2593961928
 12/16  16:00:00,11.7,1.9583333333,161.6666666667,28.3395849625,28.3395849625,28.3395849625
 12/16  17:00:00,11.35,1.5,31.6666666667,26.0284450455,26.0284450455,26.0284450455
 12/16  18:00:00,11.1,0.625,16.6666666667,23.8673673717,23.8673673717,23.8673673717
 12/16  19:00:00,11.1,0,0,23.2104716018,23.2104716018,23.2104716018
 12/16  20:00:00,11.1,0.875,29.1666666667,22.8266801825,22.8266801825,22.8266801825
 12/16  21:00:00,10.8083333333,1.5,108.3333333333,22.5066449584,22.5066449584,22.5066449584
 12/16  22:00:00,10.6,0.625,62.5,22.2308939154,22.2308939154,22.2308939154
 12/16  23:00:00,10.6,0,0,22.0064629579,22.0064629579,22.0064629579
 12/16  24:00:00,10.6,0,0,21.8091881048,21.8091881048,21.8091881048
 12/17  01:00:00,10.6,0.875,75.8333333333,21.6304524037,21.6304524037,21.6304524037
 12/17  02:00:00,10.8916666667,0.625,54.1666666667,21.4710989608,21.4710989608,21.4710989608
 12/17  03:00:00,11.1,0,0,21.3346150713,21.3346150713,21.3346150713
 12/17  04:00:00,11.1,0,0,21.1888793464,21.1888793464,21.1888793464
 12/17  05:00:00,11.1,0.875,52.5,21.0550012234,21.0550012234,21.0550012234
 12/17  06:00:00,10.8083333333,0.625,37.5,20.9016726354,20.9016726354,20.9016726354
 12/17  07:00:00,10.6,0,0,20.7347731625,20.7347731625,20.7347731625
 12/17  08:00:00,10.6,0.875,46.6666666667,20.6594260233,20.6594260233,20.6594260233
 12/17  09:00:00,10.6,1.5,109.1666666667,20.8280106415,20.8280106415,20.8280106415
 12/17  10:00:00,10.8916666667,1.5,71.6666666667,21.4981031789,21.4981031789,21.4981031789
 12/17  11:00:00,11.45,1.5,41.6666666667,22.0889417326,22.0889417326,22.0889417326
 12/17  12:00:00,11.7,1.5,55.8333333333,22.8607969984,22.8607969984,22.8607969984
 12/17  13:00:00,11.9916666667,0.625,25,22.5613830223,22.5613830223,22.5613830223
 12/17  14:00:00,12.2,1.5166666667,210,22.2092266078,22.2092266078,22.2092266078
 12/17  15:00:00,11.9083333333,2.3083333333,354.1666666667,21.8809381009,21.8809381009,21.8809381009
 12/17  16:00:00,11.35,3.5583333333,355.8333333333,21.4633940765,21.4633940765,21.4633940765
 12/17  17:00:00,10.4583333333,7.05,155.8333333333,21.0161441984,21.0161441984,21.0161441984
 12/17  18:00:00,10,5.475,202.5,20.6485369434,20.6485369434,20.6485369434
 12/17  19:00:00,10.35,2.5166666667,165,20.5083797552,20.5083797552,20.5083797552
 12/17  20:00:00,10.6,0.875,16.6666666667,20.3884864564,20.3884864564,20.3884864564
 12/17  21:00:00,10.6,4.2,29.1666666667,20.24743546,20.24743546,20.24743546
 12/17  22:00:00,10.6,6.9083333333,55.8333333333,20.1027675226,20.1027675226,20.1027675226
 12/17  23:00:00,10.6,5.1833333333,48.3333333333,19.9742389141,19.9742389141,19.9742389141
 12/17  24:00:00,10.25,3.5166666667,45.8333333333,19.8411966581,19.8411966581,19.8411966581
 12/18  01:00:00,10.35,3.6833333333,73.3333333333,19.7110848333,19.7110848333,19.7110848333
 12/18  02:00:00,10.25,3.225,125,19.5986287707,19.5986287707,19.5986287707
 12/18  03:00:00,10,1.0833333333,62.5,19.4691805365,19.4691805365,19.4691805365
 12/18  04:00:00,10.35,2.1,192.5,19.3651705036,19.3651705036,19.3651705036
 12/18  05:00:00,10.6,3.3083333333,347.5,19.2690611771,19.2690611771,19.2690611771
 12/18  06:00:00,10.25,2.8083333333,313.3333333333,19.1483284292,19.1483284292,19.1483284292
 12/18  07:00:00,10.35,2.3083333333,309.1666666667,19.0263719813,19.0263719813,19.0263719813
 12/18  08:00:00,10.25,0.875,137.5,18.9939081549,18.9939081549,18.9939081549
 12/18  09:00:00,10.6416666667,0.875,23.3333333333,19.3320571641,19.3320571641,19.3320571641
 12/18  10:00:00,11.1,0.625,16.6666666667,20.5512021294,20.5512021294,20.5512021294
 12/18  11:00:00,11.45,0.875,23.3333333333,22.7045825615,22.7045825615,22.7045825615
 12/18  12:00:00,12.6333333333,3.3083333333,220.8333333333,24.2952434898,24.2952434898,24.2952434898
 12/18  13:00:00,13.3,4.0166666667,350,25.3796676579,25.3796676579,25.3796676579
 12/18  14:00:00,13.65,3.6,355.8333333333,25.921644906,25.921644906,25.921644906
 12/18  15:00:00,14.5416666667,3.8916666667,342.5,27.2664309289,27.2664309289,27.2664309289
 12/18  16:00:00,14.65,4.3916666667,347.5,27.4551322456,27.4551322456,27.4551322456
 12/18  17:00:00,14.1083333333,4.3083333333,354.1666666667,25.2672556576,25.2672556576,25.2672556576
 12/18  18:00:00,14.1916666667,5.6166666667,350,23.2370130411,23.2370130411,23.2370130411
 12/18  19:00:00,14.1083333333,6.9916666667,350,22.6184180403,22.6184180403,22.6184180403
 12/18  20:00:00,13.55,9.5916666667,344.1666666667,22.2322881935,22.2322881935,22.2322881935
 12/18  21:00:00,13.0083333333,11.9416666667,345.8333333333,21.9199884108,21.9199884108,21.9199884108
 12/18  22:00:00,12.8,11.7583333333,350,21.6643951337,21.6643951337,21.6643951337
 12/18  23:00:00,12.45,10.425,350,21.4446116818,21.4446116818,21.4446116818
 12/18  24:00:00,12.2,6.7666666667,350,21.2381794146,21.2381794146,21.2381794146
 12/19  01:00:00,11.9083333333,3.725,332.5,21.0527141415,21.0527141415,21.0527141415
 12/19  02:00:00,11.7,4.325,320,20.876568072,20.876568072,20.876568072
 12/19  03:00:00,11.7,5.7833333333,331.6666666667,20.732196615,20.732196615,20.732196615
 12/19  04:00:00,11.7,4.975,345.8333333333,20.5965204816,20.5965204816,20.5965204816
 12/19  05:00:00,11.7,4.7416666667,350,20.4653294863,20.4653294863,20.4653294863
 12/19  06:00:00,11.0583333333,4.5583333333,157.5,20.3139390679,20.3139390679,20.3139390679
 12/19  07:00:00,9.6083333333,3.5166666667,72.5,20.106672012,20.106672012,20.106672012
 12/19  08:00:00,8.2583333333,3.1,156.6666666667,20.137714428,20.137714428,20.137714428
 12/19  09:00:00,9.4333333333,2.1666666667,155,21.5810162107,21.5810162107,21.5810162107
 12/19  10:00:00,11.5333333333,0.625,54.1666666667,23.6311568866,23.6311568866,23.6311568866
 12/19  11:00:00,12.55,0,0,25.5147171027,25.5147171027,25.5147171027
 12/19  12:00:00,13.4416666667,0.875,40.8333333333,26.9950356842,26.9950356842,26.9950356842
 12/19  13:00:00,14.1916666667,1.5,70,28.0346808805,28.0346808805,28.0346808805
 12/19  14:00:00,14.75,1.5,64.1666666667,29.4370732343,29.4370732343,29.4370732343
 12/19  15:00:00,14.65,1.85,60,30.7881897005,30.7881897005,30.7881897005
 12/19  16:00:00,14.75,2.975,182.5,30.940232114,30.940232114,30.940232114
 12/19  17:00:00,14.3583333333,2.375,287.5,28.7015878861,28.7015878861,28.7015878861
 12/19  18:00:00,13.2583333333,0.625,125,25.9065621145,25.9065621145,25.9065621145
 12/19  19:00:00,11.8083333333,1.5166666667,116.6666666667,24.9295617262,24.9295617262,24.9295617262
 12/19  20:00:00,10.8083333333,1.0833333333,83.3333333333,24.364281513,24.364281513,24.364281513
 12/19  21:00:00,10.6,0.875,122.5,23.9583240457,23.9583240457,23.9583240457
 12/19  22:00:00,10.25,0.625,87.5,23.6225610805,23.6225610805,23.6225610805
 12/19  23:00:00,9.65,1.225,151.6666666667,23.3078159222,23.3078159222,23.3078159222
 12/19  24:00:00,9.75,0.875,108.3333333333,23.0428903048,23.0428903048,23.0428903048
 12/20  01:00:00,9.3583333333,0.875,105,22.8143371334,22.8143371334,22.8143371334
 12/20  02:00:00,8.9,0.625,75,22.5627096346,22.5627096346,22.5627096346
 12/20  03:00:00,8.9,0.875,58.3333333333,22.3579948888,22.3579948888,22.3579948888
 12/20  04:00:00,8.55,0.625,41.6666666667,22.1525732768,22.1525732768,22.1525732768
 12/20  05:00:00,7.0166666667,0.875,110.8333333333,21.8934306665,21.8934306665,21.8934306665
 12/20  06:00:00,6.45,0.625,79.1666666667,21.6291790475,21.6291790475,21.6291790475
 12/20  07:00:00,7.3416666667,0.875,210,21.4651685729,21.4651685729,21.4651685729
 12/20  08:00:00,7.45,2.1416666667,243.3333333333,21.4505319532,21.4505319532,21.4505319532
 12/20  09:00:00,7.8416666667,1.0833333333,66.6666666667,21.8154454735,21.8154454735,21.8154454735
 12/20  10:00:00,9.2916666667,0,0,22.3337480578,22.3337480578,22.3337480578
 12/20  11:00:00,10.6416666667,0.875,35,22.6459960763,22.6459960763,22.6459960763
 12/20  12:00:00,12.0916666667,5.4083333333,194.1666666667,22.739024603,22.739024603,22.739024603
 12/20  13:00:00,13.4416666667,7.9083333333,284.1666666667,23.5472947534,23.5472947534,23.5472947534
 12/20  14:00:00,13.9,6.825,285.8333333333,24.3081744963,24.3081744963,24.3081744963
 12/20  15:00:00,13.9,6.4916666667,290,24.1065367845,24.1065367845,24.1065367845
 12/20  16:00:00,13.55,6.1166666667,278.3333333333,23.8314915137,23.8314915137,23.8314915137
 12/20  17:00:00,13.0083333333,5.9916666667,281.6666666667,23.0006291014,23.0006291014,23.0006291014
 12/20  18:00:00,12.45,5.9083333333,290,22.2643268611,22.2643268611,22.2643268611
 12/20  19:00:00,11.5583333333,5.0583333333,284.1666666667,21.9235994161,21.9235994161,21.9235994161
 12/20  20:00:00,10.4583333333,4.95,274.1666666667,21.6451100919,21.6451100919,21.6451100919
 12/20  21:00:00,10,4.2666666667,270,21.4195906702,21.4195906702,21.4195906702
 12/20  22:00:00,10,3.0166666667,275.8333333333,21.2353983581,21.2353983581,21.2353983581
 12/20  23:00:00,9.65,1.0833333333,116.6666666667,21.0503706797,21.0503706797,21.0503706797
 12/20  24:00:00,9.4,2.1,151.6666666667,20.8804037327,20.8804037327,20.8804037327
 12/21  01:00:00,9.4,3.0166666667,260,20.7345566724,20.7345566724,20.7345566724
 12/21  02:00:00,9.4,2.8916666667,265.8333333333,20.5983585535,20.5983585535,20.5983585535
 12/21  03:00:00,9.75,5.7833333333,281.6666666667,20.4642818934,20.4642818934,20.4642818934
 12/21  04:00:00,9.65,6.825,278.3333333333,20.3304641895,20.3304641895,20.3304641895
 12/21  05:00:00,9.4,4.975,299.1666666667,20.169815177,20.169815177,20.169815177
 12/21  06:00:00,9.1083333333,4.1,325.8333333333,20.0140047333,20.0140047333,20.0140047333
 12/21  07:00:00,8.2583333333,3.5166666667,295,19.8324231337,19.8324231337,19.8324231337
 12/21  08:00:00,8.0916666667,4.9083333333,305,19.8017077032,19.8017077032,19.8017077032
 12/21  09:00:00,8.65,4.3916666667,330,20.8196428381,20.8196428381,20.8196428381
 12/21  10:00:00,9.1916666667,3.1,341.6666666667,22.2400842056,22.2400842056,22.2400842056
 12/21  11:00:00,10.1,3.3916666667,350,23.6313790628,23.6313790628,23.6313790628
 12/21  12:00:00,11.5333333333,5.4083333333,326.6666666667,24.4438335495,24.4438335495,24.4438335495
 12/21  13:00:00,12.2,7.575,321.6666666667,25.4873779721,25.4873779721,25.4873779721
 12/21  14:00:00,12.55,6.7416666667,330,26.746226753,26.746226753,26.746226753
 12/21  15:00:00,13.0916666667,7.1583333333,324.1666666667,27.4407606156,27.4407606156,27.4407606156
 12/21  16:00:00,13.3,7.0333333333,320,26.221122591,26.221122591,26.221122591
 12/21  17:00:00,12.6583333333,6.2,337.5,24.6475200066,24.6475200066,24.6475200066
 12/21  18:00:00,12.2,7.7166666667,344.1666666667,23.1288681367,23.1288681367,23.1288681367
 12/21  19:00:00,11.9083333333,8.1583333333,345.8333333333,22.5624412376,22.5624412376,22.5624412376
 12/21  20:00:00,11.35,8.6333333333,344.1666666667,22.1905203524,22.1905203524,22.1905203524
 12/21  21:00:00,11.1,11.1083333333,340,21.8910851931,21.8910851931,21.8910851931
 12/21  22:00:00,10.8083333333,14.5,340,21.6414338651,21.6414338651,21.6414338651
 12/21  23:00:00,10.6,16,345.8333333333,21.4115145105,21.4115145105,21.4115145105
 12/21  24:00:00,10.25,15.3583333333,344.1666666667,21.2032968797,21.2032968797,21.2032968797
 12/22  01:00:00,10,14.6083333333,345.8333333333,21.0006345332,21.0006345332,21.0006345332
 12/22  02:00:00,10,15.0416666667,350,20.8276181758,20.8276181758,20.8276181758
 12/22  03:00:00,9.65,15.15,344.1666666667,20.6535429411,20.6535429411,20.6535429411
 12/22  04:00:00,9.1083333333,13.7333333333,340,20.4633179537,20.4633179537,20.4633179537
 12/22  05:00:00,8.9,15,340,20.2840002587,20.2840002587,20.2840002587
 12/22  06:00:00,8.9,15.5666666667,340,20.1272005712,20.1272005712,20.1272005712
 12/22  07:00:00,8.9,13.4416666667,340,19.9771197059,19.9771197059,19.9771197059
 12/22  08:00:00,8.9,13.5666666667,334.1666666667,20.1149512207,20.1149512207,20.1149512207
 12/22  09:00:00,9.1916666667,12.8833333333,335.8333333333,21.648188963,21.648188963,21.648188963
 12/22  10:00:00,9.4,11.8,340,23.5894389614,23.5894389614,23.5894389614
 12/22  11:00:00,9.75,10.6333333333,345.8333333333,25.2611152981,25.2611152981,25.2611152981
 12/22  12:00:00,10.6416666667,9.5083333333,344.1666666667,26.5636911039,26.5636911039,26.5636911039
 12/22  13:00:00,11.45,9.8833333333,351.6666666667,27.1632035177,27.1632035177,27.1632035177
 12/22  14:00:00,11.9916666667,7.6166666667,354.1666666667,28.4656352704,28.4656352704,28.4656352704
 12/22  15:00:00,12.55,4.7666666667,350,30.0324158696,30.0324158696,30.0324158696
 12/22  16:00:00,13.0916666667,4.7416666667,338.3333333333,30.1457665947,30.1457665947,30.1457665947
 12/22  17:00:00,12.3666666667,3.6833333333,341.6666666667,28.1557366531,28.1557366531,28.1557366531
 12/22  18:00:00,11.35,1.0833333333,145.8333333333,25.2257056982,25.2257056982,25.2257056982
 12/22  19:00:00,10.4583333333,1.225,122.5,24.2079630817,24.2079630817,24.2079630817
 12/22  20:00:00,9.65,0.875,87.5,23.6288760128,23.6288760128,23.6288760128
 12/22  21:00:00,8.4666666667,1.225,93.3333333333,23.1596461473,23.1596461473,23.1596461473
 12/22  22:00:00,8.0916666667,0.875,66.6666666667,22.7695725938,22.7695725938,22.7695725938
 12/22  23:00:00,7.3666666667,1.225,70,22.447672865,22.447672865,22.447672865
 12/22  24:00:00,6.7,0.875,50,22.1175702457,22.1175702457,22.1175702457
 12/23  01:00:00,6.7,0,0,21.8589845056,21.8589845056,21.8589845056
 12/23  02:00:00,6.0583333333,0,0,21.5979892378,21.5979892378,21.5979892378
 12/23  03:00:00,4.9,0,0,21.3090782269,21.3090782269,21.3090782269
 12/23  04:00:00,3.7583333333,0.875,145.8333333333,21.014596868,21.014596868,21.014596868
 12/23  05:00:00,4.2916666667,0.625,104.1666666667,20.7832765398,20.7832765398,20.7832765398
 12/23  06:00:00,4.3583333333,0,0,20.600300361,20.600300361,20.600300361
 12/23  07:00:00,3.9,0.875,99.1666666667,20.3600405632,20.3600405632,20.3600405632
 12/23  08:00:00,4.5416666667,1.5,181.6666666667,20.4731892255,20.4731892255,20.4731892255
 12/23  09:00:00,6.2833333333,1.5,172.5,22.0935038749,22.0935038749,22.0935038749
 12/23  10:00:00,8.1916666667,0.625,66.6666666667,24.1717647174,24.1717647174,24.1717647174
 12/23  11:00:00,9.5416666667,0.875,210,26.0023209791,26.0023209791,26.0023209791
 12/23  12:00:00,9.65,1.5,179.1666666667,27.4350810351,27.4350810351,27.4350810351
 12/23  13:00:00,10.1,1.85,44.1666666667,28.5525864005,28.5525864005,28.5525864005
 12/23  14:00:00,10.8916666667,2.1,57.5,29.9113462198,29.9113462198,29.9113462198
 12/23  15:00:00,11.45,0.875,29.1666666667,31.1564438189,31.1564438189,31.1564438189
 12/23  16:00:00,12.9833333333,2.6833333333,157.5,31.6823711617,31.6823711617,31.6823711617
 12/23  17:00:00,13.55,5.5333333333,270,29.7587343676,29.7587343676,29.7587343676
 12/23  18:00:00,13.0083333333,5.6166666667,281.6666666667,26.5968463236,26.5968463236,26.5968463236
 12/23  19:00:00,12.1583333333,2.1666666667,120.8333333333,25.4971590749,25.4971590749,25.4971590749
 12/23  20:00:00,11.35,1.225,169.1666666667,24.8931717223,24.8931717223,24.8931717223
 12/23  21:00:00,11.1,2.975,295.8333333333,24.4423126587,24.4423126587,24.4423126587
 12/23  22:00:00,11.1,3.3083333333,294.1666666667,24.0902446248,24.0902446248,24.0902446248
 12/23  23:00:00,11.45,2.1666666667,319.1666666667,23.8070269899,23.8070269899,23.8070269899
 12/23  24:00:00,11.0583333333,1.85,153.3333333333,23.5508564438,23.5508564438,23.5508564438
 12/24  01:00:00,10.6,3.2666666667,189.1666666667,23.2830450543,23.2830450543,23.2830450543
 12/24  02:00:00,9.6083333333,3.8083333333,298.3333333333,23.0171052607,23.0171052607,23.0171052607
 12/24  03:00:00,9.8916666667,4.1833333333,307.5,22.7843559172,22.7843559172,22.7843559172
 12/24  04:00:00,10.25,4.6,314.1666666667,22.6290252374,22.6290252374,22.6290252374
 12/24  05:00:00,9.3583333333,3.4333333333,304.1666666667,22.4057460368,22.4057460368,22.4057460368
 12/24  06:00:00,8.55,2.3083333333,300,22.1693053126,22.1693053126,22.1693053126
 12/24  07:00:00,8.9416666667,3.2666666667,311.6666666667,21.9840419382,21.9840419382,21.9840419382
 12/24  08:00:00,9.4,3.225,302.5,22.0326002247,22.0326002247,22.0326002247
 12/24  09:00:00,9.75,3.475,313.3333333333,23.2615460806,23.2615460806,23.2615460806
 12/24  10:00:00,10.35,3.8083333333,341.6666666667,25.0175411874,25.0175411874,25.0175411874
 12/24  11:00:00,11.5333333333,6.6333333333,344.1666666667,26.4497301012,26.4497301012,26.4497301012
 12/24  12:00:00,12.2,8.45,345.8333333333,27.5973053278,27.5973053278,27.5973053278
 12/24  13:00:00,12.8416666667,8.2,350,28.8428368608,28.8428368608,28.8428368608
 12/24  14:00:00,13.3,8.8416666667,344.1666666667,30.0408894709,30.0408894709,30.0408894709
 12/24  15:00:00,13.3,9.3,340,31.1338804462,31.1338804462,31.1338804462
 12/24  16:00:00,13.0083333333,8.6583333333,334.1666666667,31.0895057823,31.0895057823,31.0895057823
 12/24  17:00:00,12.45,8.2,335.8333333333,28.8237638547,28.8237638547,28.8237638547
 12/24  18:00:00,11.9083333333,8.2,340,26.3481872278,26.3481872278,26.3481872278
 12/24  19:00:00,11.7,8.2,345.8333333333,25.509481692,25.509481692,25.509481692
 12/24  20:00:00,11.7,7.9083333333,344.1666666667,25.0311782529,25.0311782529,25.0311782529
 12/24  21:00:00,11.7,8.6333333333,345.8333333333,24.658224989,24.658224989,24.658224989
 12/24  22:00:00,11.35,9.3,350,24.3313643079,24.3313643079,24.3313643079
 12/24  23:00:00,11.1,9.0083333333,344.1666666667,24.0344197525,24.0344197525,24.0344197525
 12/24  24:00:00,10.8083333333,8.1583333333,340,23.7733806472,23.7733806472,23.7733806472
 12/25  01:00:00,10.6,7.9916666667,340,23.5275691699,23.5275691699,23.5275691699
 12/25  02:00:00,10.6,8.2,345.8333333333,23.3129593551,23.3129593551,23.3129593551
 12/25  03:00:00,10.25,8.8416666667,344.1666666667,23.0998647953,23.0998647953,23.0998647953
 12/25  04:00:00,10.35,9.5916666667,345.8333333333,22.8983970567,22.8983970567,22.8983970567
 12/25  05:00:00,10.25,10.3833333333,151.6666666667,22.7216044698,22.7216044698,22.7216044698
 12/25  06:00:00,9.65,6.3083333333,21.6666666667,22.51167464,22.51167464,22.51167464
 12/25  07:00:00,9.1083333333,2.5166666667,65,22.2997348069,22.2997348069,22.2997348069
 12/25  08:00:00,8.9,5.075,55,22.3831609178,22.3831609178,22.3831609178
 12/25  09:00:00,9.5416666667,6.0333333333,24.1666666667,23.9039573351,23.9039573351,23.9039573351
 12/25  10:00:00,10,5.2,37.5,25.8650640082,25.8650640082,25.8650640082
 12/25  11:00:00,10.6416666667,5.2,38.3333333333,27.5738801854,27.5738801854,27.5738801854
 12/25  12:00:00,11.45,6.075,30,29.0000574331,29.0000574331,29.0000574331
 12/25  13:00:00,11.7,6.4083333333,30,30.0765158362,30.0765158362,30.0765158362
 12/25  14:00:00,11.9916666667,7.075,30,31.3542616873,31.3542616873,31.3542616873
 12/25  15:00:00,11.9083333333,7.1166666667,35.8333333333,32.6907843865,32.6907843865,32.6907843865
 12/25  16:00:00,11.9916666667,6.7,40,33.0668190342,33.0668190342,33.0668190342
 12/25  17:00:00,11.9083333333,6.4083333333,34.1666666667,31.0129755934,31.0129755934,31.0129755934
 12/25  18:00:00,11.0583333333,4.6833333333,30,27.7621913173,27.7621913173,27.7621913173
