Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),FLOOR 0:Zone Mean Air Temperature [C](Hourly),FLOOR 1:Zone Mean Air Temperature [C](Hourly),FLOOR 2:Zone Mean Air Temperature [C](Hourly),FLOOR 3:Zone Mean Air Temperature [C](Hourly),FLOOR 4:Zone Mean Air Temperature [C](Hourly),FLOOR 5:Zone Mean Air Temperature [C](Hourly),FLOOR 6:Zone Mean Air Temperature [C](Hourly),FLOOR 7:Zone Mean Air Temperature [C](Hourly) 
 03/22  22:00:00,8.3,3.8916666667,313.3333333333,31.5579201432,34.9203064739,35.5638553936,35.7404810857,35.7885973069,35.8238220665,35.7268714038,33.6006735516
 03/22  23:00:00,7.3666666667,2.8916666667,277.5,31.0023633113,34.3825756775,35.0253416054,35.2032467329,35.2492954495,35.2856443429,35.190125528,32.5286400353
 03/22  24:00:00,6.9916666667,1.2916666667,100,30.5293502433,33.9218630708,34.5707325459,34.7451658301,34.7956618389,34.8279299289,34.7388147056,31.5945396088
 03/23  01:00:00,6.9083333333,1.5166666667,134.1666666667,30.1571573702,33.5570266258,34.2048404998,34.3810082359,34.4294931761,34.4635225185,34.3729695428,30.8473125388
 03/23  02:00:00,5.7083333333,2.3083333333,218.3333333333,29.7083873439,33.1038438384,33.7473328143,33.921965942,33.96785706,34.0011782175,33.9080761755,30.0100184129
 03/23  03:00:00,5.6416666667,0.875,87.5,29.3690281957,32.7660888105,33.4158833047,33.5870254145,33.6378250956,33.6670683323,33.5765050708,29.3432837401
 03/23  04:00:00,5.4583333333,0.875,134.1666666667,29.0809180986,32.4796066757,33.1272074038,33.3013918981,33.3492770015,33.3815572868,33.2845698619,28.7957496033
 03/23  05:00:00,4.65,1.85,235.8333333333,28.7105720807,32.096130897,32.7402910775,32.911421511,32.9575899209,32.9882331985,32.8859485311,28.129132324
 03/23  06:00:00,4.4,2.6833333333,193.3333333333,28.3987115667,31.7692090559,32.4114897098,32.5800043584,32.6258950096,32.6542976842,32.546923343,27.5533191051
 03/23  07:00:00,5.1,2.8083333333,154.1666666667,28.4282281587,31.7764118426,32.4262060156,32.5848052465,32.6393822978,32.6580319346,32.553013814,27.5228336651
 03/23  08:00:00,6.8833333333,2.8916666667,155.8333333333,28.7398131389,32.0740594584,32.7299219493,32.8853309182,32.9455398771,32.9602378403,32.8527949404,28.0485212331
 03/23  09:00:00,9.0833333333,3.6833333333,142.5,29.3690771902,32.6863829208,33.3502169273,33.5023213155,33.5698493737,33.5798168742,33.4707151431,29.1765357586
 03/23  10:00:00,10.35,5.325,124.1666666667,30.0258354668,33.3307679854,33.996139702,34.1514797928,34.2201464384,34.2320364038,34.114406177,30.4755846394
 03/23  11:00:00,11.2416666667,6.4916666667,120,30.5778151712,33.8708447861,34.5389356836,34.6968019406,34.767618949,34.7806116539,34.6553160119,31.6367600214
 03/23  12:00:00,12.3416666667,5.1833333333,137.5,31.1418468461,34.4297492075,35.1091961673,35.2658608571,35.3449466161,35.3542783451,35.2270536926,32.7974926577
 03/23  13:00:00,13.4416666667,5.325,196.6666666667,32.2505348947,35.5562802335,36.2568087968,36.4179753718,36.507893856,36.5165426719,36.388049107,34.9419440449
 03/23  14:00:00,13.55,7.075,218.3333333333,32.8587360778,36.1754760951,36.8680035282,37.048632739,37.1257821994,37.151139669,37.0037748003,36.1798293807
 03/23  15:00:00,13.3,7.4083333333,221.6666666667,32.3387799725,35.6312393905,36.2931774438,36.4837486735,36.5402835398,36.5793127781,36.4089004184,35.4974130596
 03/23  16:00:00,13.3,7.4916666667,218.3333333333,32.327010293,35.5843299887,36.2520205991,36.4261061744,36.4923446973,36.5181544712,36.3533727872,35.3381988135
 03/23  17:00:00,13.0083333333,7.1166666667,210,31.6600060922,34.9171744735,35.5606472281,35.7473253665,35.7930631316,35.8329865471,35.6471741982,34.2208817126
 03/23  18:00:00,12.45,6.9916666667,204.1666666667,30.7345332414,33.9820954794,34.6197376037,34.80146735,34.8450082818,34.8819233519,34.6935501061,32.6115089611
 03/23  19:00:00,11.9083333333,5.3916666667,176.6666666667,29.8419058419,33.0837129617,33.7187093996,33.895683029,33.9382285656,33.9716763301,33.7825142369,30.9894699814
 03/23  20:00:00,11.35,5.9083333333,154.1666666667,29.2903341004,32.5226539485,33.1594089574,33.3295830963,33.3751085364,33.4026569988,33.2163384763,29.8978044786
 03/23  21:00:00,11.1,7.7833333333,144.1666666667,28.8986433721,32.1196751558,32.7550645813,32.9216138076,32.9677296209,32.9923868937,32.8064470125,29.1223283538
 03/23  22:00:00,11.1,7.6166666667,140,28.5987493778,31.8113578664,32.4461855999,32.610276462,32.65681186,32.6794320009,32.49272706,28.5169048513
 03/23  23:00:00,11.1,7.7833333333,140,28.3422533883,31.5463186708,32.1795022848,32.3422056588,32.3881813765,32.4097108632,32.2204315593,28.0046033241
 03/23  24:00:00,11.45,8.8416666667,140,28.1300579669,31.3213362103,31.9537919829,32.1141676925,32.1607258632,32.1802790222,31.9888378019,27.5774808428
 03/24  01:00:00,11.7,9.5916666667,140,27.9584366785,31.1358313299,31.7658874107,31.9250009883,31.9707030886,31.9894425024,31.7936591053,27.2335332945
 03/24  02:00:00,11.0583333333,8.575,140,27.7285670752,30.8946499188,31.5209674649,31.6802472993,31.7234313494,31.742715943,31.5400077226,26.8295058958
 03/24  03:00:00,10.6,8.3416666667,134.1666666667,27.4741892909,30.6277477487,31.2533301697,31.411082364,31.454306423,31.4722091446,31.2643398463,26.3969111209
 03/24  04:00:00,10.25,8.8,130,27.2322506184,30.3732134661,30.9970308579,31.1548978892,31.1971934377,31.2152808915,31.0007514993,25.998113092
 03/24  05:00:00,10,7.2833333333,130,26.9964168456,30.1252077138,30.7492939889,30.9058901379,30.9488227177,30.9655720793,30.7452552773,25.6098342671
 03/24  06:00:00,10,7.3666666667,130,26.8037003302,29.9188839778,30.5422558478,30.6981008309,30.7408757332,30.7568991564,30.5296394638,25.2880015297
 03/24  07:00:00,10.35,8.2,130,26.8999520367,29.987586768,30.6184205004,30.7645433417,30.8161821568,30.8225051744,30.5971157369,25.422054746
 03/24  08:00:00,10.8916666667,8.2,124.1666666667,27.5781796828,30.6361159756,31.2823558034,31.4157423957,31.4831447281,31.4754163495,31.2575645721,26.5783588943
 03/24  09:00:00,11.7416666667,8.8416666667,120,29.2458617975,32.2851461666,32.9442047793,33.0769061851,33.1552707873,33.1428944533,32.9261663123,29.6236350638
 03/24  10:00:00,12.55,11.6916666667,125.8333333333,29.5742274805,32.6297242235,33.26856057,33.429402746,33.4855771468,33.5005154893,33.2527174035,30.6444625375
 03/24  11:00:00,13.0916666667,12.175,124.1666666667,29.541115251,32.5831929254,33.2260266951,33.3854968688,33.4457960833,33.4581631587,33.205828638,30.8277967409
 03/24  12:00:00,13.65,10.7166666667,120,29.7712547412,32.8040441463,33.4496532149,33.6093323677,33.6719419795,33.6833420878,33.4256644414,31.3841073875
 03/24  13:00:00,13.9,10.5916666667,131.6666666667,29.7265986523,32.7520285265,33.3922184824,33.5559909757,33.6140002162,33.6293747599,33.3616631988,31.4493046112
 03/24  14:00:00,13.55,11.0916666667,140,29.6732063219,32.6861725951,33.3262156437,33.4881985673,33.5472004892,33.560707813,33.2898807136,31.4427086165
 03/24  15:00:00,12.6583333333,8.9083333333,134.1666666667,29.6668642636,32.6760646933,33.3132866664,33.4775730101,33.5341237165,33.5494592529,33.2724763091,31.5410777536
 03/24  16:00:00,11.5583333333,6.6166666667,141.6666666667,29.1060065995,32.1170822659,32.7411682978,32.9125826733,32.9572246909,32.9805282529,32.6900178135,30.6615731278
 03/24  17:00:00,10.8083333333,5.6166666667,161.6666666667,28.4411492973,31.4427990536,32.0629096146,32.2309566627,32.2735811346,32.2946656769,32.0014846756,29.458743625
 03/24  18:00:00,10.25,6.95,146.6666666667,27.8517675429,30.8409927088,31.4557168272,31.6211145706,31.6609726851,31.6806578092,31.3850020792,28.3523698597
 03/24  19:00:00,10,7.0333333333,130,27.2568728183,30.2324178645,30.8426353554,31.004182187,31.0423286408,31.0594306959,30.7626854396,27.2094458409
 03/24  20:00:00,9.65,5.2666666667,130,26.8754396538,29.8424030137,30.4536182555,30.6106909342,30.6506769064,30.663530344,30.3680150663,26.4277276067
 03/24  21:00:00,9.1083333333,3.1416666667,153.3333333333,26.3288205891,29.2752554125,29.8807652398,30.0434701794,30.0810475321,30.0992889221,29.8023603514,25.5514107065
 03/24  22:00:00,8.55,4.2,158.3333333333,26.0165905435,28.9437603648,29.5519388097,29.7096741807,29.7516678959,29.7651042331,29.4715062236,24.9553316503
 03/24  23:00:00,8.3,4.475,132.5,25.7720019513,28.6847893789,29.294301959,29.4480364973,29.4924570435,29.5020198697,29.2084963096,24.4766600623
 03/24  24:00:00,8.3,2.725,137.5,25.7252722035,28.6467332675,29.25683501,29.4079410992,29.4503920551,29.4568585062,29.1556958094,24.2505187209
 03/25  01:00:00,8.3,0.875,62.5,25.5689439069,28.4907699727,29.1027129171,29.2552571453,29.2980564033,29.3049099049,28.9986570132,23.9619006332
 03/25  02:00:00,8.3,0.875,105,25.3970630779,28.3103694076,28.9214561834,29.0752934274,29.1170072674,29.1248631674,28.812173291,23.6643632
 03/25  03:00:00,8.0083333333,0.625,75,25.200773654,28.1003481665,28.7104880322,28.8635472901,28.9049262747,28.9117007667,28.5934778671,23.3378709578
 03/25  04:00:00,7.8,0,0,25.0165613364,27.9076014876,28.5192891564,28.6731189643,28.7154791067,28.7223715068,28.3983965271,23.0404703142
 03/25  05:00:00,7.8,0.875,116.6666666667,24.8136536931,27.6868835299,28.2941861608,28.4474983134,28.4872793216,28.494247395,28.1621949612,22.721242323
 03/25  06:00:00,7.45,2.1416666667,159.1666666667,24.5808099961,27.4313941125,28.0345492573,28.1861100921,28.224366572,28.2299860576,27.890798921,22.3601958954
 03/25  07:00:00,7.2,2.3083333333,130,25.2446991834,28.0404942429,28.6737478159,28.7924921935,28.8629234679,28.8355387216,28.5224402643,23.3241641655
 03/25  08:00:00,8.1916666667,2.3916666667,130,27.9959563164,30.7467957204,31.3971746255,31.5044900432,31.594372858,31.5524052297,31.2533168931,27.6870173814
 03/25  09:00:00,9.1916666667,2.8916666667,130,29.669778304,32.4326682817,33.0564530113,33.1988126673,33.2683552287,33.2517914741,32.8741717498,30.9219503178
 03/25  10:00:00,10.3916666667,2.5166666667,147.5,31.1183792577,33.9062741134,34.5472026636,34.7073664983,34.7773609406,34.7791368559,34.3925715227,34.3243628816
 03/25  11:00:00,12.0916666667,2.3916666667,113.3333333333,31.1692824829,34.0122693344,34.6538051803,34.8397926223,34.9025294924,34.921598522,34.514168008,35.2048839099
 03/25  12:00:00,12.8,2.6,56.6666666667,30.6780124541,33.5515709749,34.2061620275,34.3956066712,34.4567982676,34.4760316855,34.0624906752,34.6463287154
 03/25  13:00:00,13.4416666667,2.8916666667,28.3333333333,30.8051258008,33.6567945335,34.3217285252,34.4965895815,34.5738421394,34.5789415901,34.1815861938,34.8860155613
 03/25  14:00:00,13.9,2.5166666667,14.1666666667,31.0340215201,33.8799384788,34.5418567091,34.7240335165,34.7955975862,34.8064097374,34.3942471992,35.4142994124
 03/25  15:00:00,13.9,3.9083333333,167.5,31.3999904646,34.2115572949,34.8671656546,35.0399011635,35.1171300014,35.1191067786,34.7211087095,35.9557201516
 03/25  16:00:00,13.55,5.7833333333,280,32.5988307166,35.3769284559,36.0414017774,36.2008533789,36.2884152789,36.2793691464,35.8979352539,38.151156722
 03/25  17:00:00,13.0083333333,6.4916666667,274.1666666667,34.3594890009,37.1037140871,37.7532404921,37.9148370763,37.992829623,37.9861464615,37.6066339599,41.2100583528
 03/25  18:00:00,12.1583333333,7.2833333333,275.8333333333,33.5793519744,36.3365132312,36.93754894,37.1225383055,37.1648748235,37.1861138289,36.7811637971,39.8312579675
 03/25  19:00:00,11.0583333333,7.1166666667,280,30.7230009054,33.5088623278,34.0828252465,34.2848112374,34.2991557114,34.3415701418,33.9456834417,34.8491814104
 03/25  20:00:00,10.6,6.4083333333,280,29.1259017643,31.8952606446,32.4966400475,32.6670524873,32.7083079264,32.7204087374,32.3686773972,31.8974800094
 03/25  21:00:00,10.6,4.975,262.5,28.4729908341,31.2490906205,31.8513097017,32.017069394,32.0598036897,32.0674450983,31.7266116934,30.5598439976
 03/25  22:00:00,10.6,3.8083333333,261.6666666667,27.997197041,30.7821430449,31.3843355169,31.5478897522,31.5908551198,31.5961584668,31.2640751923,29.5656175288
 03/25  23:00:00,10.6,4.5333333333,264.1666666667,27.5842259171,30.3737593477,30.9747358159,31.137085967,31.1796817687,31.1837691249,30.8591329005,28.7142180401
 03/25  24:00:00,10.6,4.85,265.8333333333,27.2297156684,30.0201149394,30.6205724828,30.7811916782,30.8242570212,30.8265869763,30.5089059804,27.9828441961
 03/26  01:00:00,10.6,4.6,287.5,26.9600666202,29.7477341643,30.3475656892,30.505709354,30.5492339504,30.5492205112,30.2369460531,27.3969001651
 03/26  02:00:00,10.8916666667,5.825,294.1666666667,26.7596060973,29.5384834823,30.135518905,30.2912237164,30.3341156136,30.3321711434,30.0233846802,26.936837407
 03/26  03:00:00,11.1,6.1166666667,301.6666666667,26.5773724459,29.3471096337,29.9413770256,30.0955355582,30.1376200735,30.1345064869,29.8276623346,26.5406444456
 03/26  04:00:00,11.1,5.7,304.1666666667,26.3876152651,29.1505514053,29.742781493,29.8963343482,29.937549295,29.9338942326,29.6273689761,26.160366131
 03/26  05:00:00,10.8083333333,4.1833333333,305.8333333333,26.1749332143,28.9333405951,29.5247091757,29.6784034172,29.7191355652,29.7153551798,29.4081147938,25.7715306249
 03/26  06:00:00,10.8916666667,2.5166666667,310,25.9900695025,28.7445086386,29.3375915106,29.4905242998,29.5325949928,29.5275047697,29.2200620402,25.4293395246
 03/26  07:00:00,11.1,2.1,257.5,26.3769035854,29.1036322076,29.718166602,29.8514586572,29.9149751518,29.8894388689,29.6013163125,25.9986781944
 03/26  08:00:00,11.45,2.3916666667,231.6666666667,28.1633732724,30.8584428003,31.4970126681,31.6138701409,31.7013763019,31.6564535207,31.389518443,28.9343864973
 03/26  09:00:00,12.6333333333,1.9583333333,292.5,30.964273603,33.6423907351,34.2850931179,34.4185572735,34.5090206263,34.4695469014,34.1838215151,33.7209687726
 03/26  10:00:00,14.2916666667,2.4333333333,201.6666666667,32.3562638985,35.0753568379,35.7115816288,35.8797894686,35.9520897796,35.9484941388,35.629738893,37.0369601085
 03/26  11:00:00,15,3.1,86.6666666667,32.6702429921,35.463500171,36.1070081617,36.3030053261,36.3711307417,36.3851772827,36.05348542,38.3147957742
 03/26  12:00:00,15.9916666667,3.1,40.8333333333,32.0495018918,34.8854968493,35.5373815333,35.7369755887,35.8018162077,35.8157776782,35.4742398551,37.5617736766
 03/26  13:00:00,16.7,4.9083333333,200.8333333333,32.1676429936,34.9655022814,35.6297403393,35.8088297969,35.8904458754,35.8855697821,35.5620518165,37.6692052003
 03/26  14:00:00,17.3416666667,6.2,330,33.6832353826,36.5061073522,37.2014644515,37.3860353632,37.4846875926,37.4757160978,37.1742210887,40.602198327
 03/26  15:00:00,16.8083333333,7.3666666667,318.3333333333,35.5765563125,38.3718591906,39.055967641,39.2537554926,39.3477458095,39.3515131862,39.05912985,44.195813466
 03/26  16:00:00,15.8083333333,7.6166666667,310,36.76547226,39.5189535716,40.1891127426,40.3774623918,40.4656654748,40.4723115708,40.1758053853,46.3725168183
 03/26  17:00:00,14.6083333333,7.7833333333,310,36.5252372615,39.269665858,39.9021584431,40.1033882173,40.162836397,40.181897544,39.8719905544,45.9012970137
 03/26  18:00:00,12.9083333333,7.9083333333,304.1666666667,34.5299356975,37.2812525138,37.8886236673,38.0901404613,38.1357037168,38.1596345613,37.8514450708,42.0202837327
 03/26  19:00:00,11.5583333333,7.4083333333,300,31.9798418837,34.7668244843,35.3502662202,35.5602333388,35.5840694659,35.6224236086,35.3213388042,37.5011100255
 03/26  20:00:00,10.8083333333,7.2,305.8333333333,30.5966898524,33.3765837358,33.980974373,34.1633384023,34.2093322123,34.2211640122,33.9557846109,34.8283597977
 03/26  21:00:00,10.25,6.0333333333,310,29.8644004419,32.6584589544,33.2618352439,33.4402504615,33.4863816987,33.4948718917,33.2424523663,33.3275549319
 03/26  22:00:00,10,5.4916666667,304.1666666667,29.3099924211,32.1164218962,32.7196595117,32.8944926009,32.9413321538,32.9466534168,32.7068162946,32.1555290557
 03/26  23:00:00,10,4.7666666667,311.6666666667,28.8800000096,31.6963446881,32.299088377,32.4714135648,32.5186072952,32.5217190871,32.2926847442,31.216039477
 03/26  24:00:00,10,3.8083333333,296.6666666667,28.5319212667,31.3563398153,31.9590684347,32.1293231357,32.1769423511,32.1781606161,31.9580863574,30.4422255367
 03/27  01:00:00,10,4.5333333333,285.8333333333,28.2435851986,31.0685642523,31.668852675,31.8370369283,31.8838149984,31.8836357319,31.6700148305,29.7873311477
 03/27  02:00:00,10.35,4.2666666667,272.5,28.0217262324,30.8435982042,31.4427930322,31.6075526663,31.654953798,31.652003773,31.4447840409,29.2568212902
 03/27  03:00:00,10.6,3.3083333333,213.3333333333,27.8338964447,30.6562310176,31.2537937972,31.4183230569,31.4647313988,31.4617605379,31.2573221479,28.8235452349
 03/27  04:00:00,10.25,1.2916666667,75,27.6137428858,30.4413598837,31.040471668,31.205604821,31.252664631,31.2499255424,31.0479424901,28.3836430631
 03/27  05:00:00,10,1.5166666667,99.1666666667,27.3842034633,30.2109879464,30.8091679035,30.9753123835,31.0214228472,31.0196870067,30.8175988455,27.9435456325
 03/27  06:00:00,10,2.8916666667,140.8333333333,27.1659557349,29.9774358737,30.5712836625,30.7342116932,30.7790350962,30.7753430409,30.5732173923,27.5082274409
 03/27  07:00:00,10,1.2916666667,50,27.1334663328,29.9400300898,30.5415898872,30.6999892686,30.7516912877,30.7426820316,30.5460052162,27.4093676138
 03/27  08:00:00,10.35,0.875,122.5,27.2882125777,30.0951184609,30.7027698494,30.861915924,30.9177744966,30.908321064,30.7127373933,27.6920752015
 03/27  09:00:00,11.2416666667,2.4333333333,157.5,28.2797922112,31.0358684866,31.6808699668,31.8051203446,31.8985341517,31.8532610884,31.6935782903,29.1664727459
 03/27  10:00:00,12.6333333333,3.3916666667,96.6666666667,32.3276490559,35.0818829859,35.7466965175,35.8920250605,35.9927802353,35.9643968632,35.802064078,36.0243819095
 03/27  11:00:00,13.65,2.725,109.1666666667,32.9866228818,35.8459877114,36.4894046977,36.6995021304,36.7661137098,36.7888016649,36.5751086946,38.33956651
 03/27  12:00:00,15.5333333333,2.1,65.8333333333,32.2784850216,35.2068334627,35.8645480864,36.0765029163,36.1425107531,36.1636103479,35.9483551294,37.5241537098
 03/27  13:00:00,17.3416666667,4.7833333333,189.1666666667,32.4768398223,35.3498027635,36.0260353746,36.2106012568,36.2986078563,36.2961822459,36.1052111619,37.7867582798
 03/27  14:00:00,18.7333333333,4.8916666667,140.8333333333,34.2463695064,37.1286357075,37.8320500717,38.0255889938,38.1288418028,38.1235612303,37.9369122062,41.1447427396
 03/27  15:00:00,18.4666666667,3.3083333333,37.5,36.4922195435,39.3530471545,40.0490092977,40.259364536,40.3595693204,40.3694647191,40.1889966395,45.4874852857
 03/27  16:00:00,18.7333333333,4.325,207.5,38.0579519334,40.868633082,41.5525856058,41.7504394643,41.8468735585,41.8584339602,41.6708248544,48.4106823969
 03/27  17:00:00,17.475,7.3,320,38.1133976351,40.9020869988,41.5442826914,41.7538082954,41.8197027235,41.8428567786,41.6382781641,48.4933505162
 03/27  18:00:00,14.8166666667,8.1583333333,314.1666666667,36.1997373302,38.9930557631,39.6041639409,39.8158862259,39.8647478332,39.895220064,39.6849443015,44.8400010493
 03/27  19:00:00,12.9083333333,7.4083333333,310,33.3631725939,36.1996481144,36.7858558172,37.0072226037,37.0329220694,37.0782506754,36.8648436534,39.7072873208
 03/27  20:00:00,11.9083333333,6.325,315.8333333333,31.741523545,34.5768118199,35.1858855476,35.3771329028,35.4265518696,35.4439338671,35.2680101256,36.6673122931
 03/27  21:00:00,11.35,5.7,314.1666666667,30.9430505498,33.7961704039,34.4037637848,34.591845971,34.6406699593,34.6557103501,34.4911956494,35.057464253
